Original_Venture_Name,Year_Foundation,Alternative_Name
Synapse Corp,,
AI Xintou,,
Wingnut Labs Ltd,,
Animantis LLC,,
FutureFit AI,,
BluMartini Inc.,,
SAS WATTAMATE,,
"IC Real Tech, Inc.",,
"Zamplus Technology Co., Ltd.",,
Little Big Data SAS,,
Evi Technologies Ltd.,,
PayTrip SAS,,
SmartShare Solutions Inc.,,
"Figure Projects, Inc.",,
Pattern Expert GMBH,,
"Beijing Humanbrain Computing Co., Ltd.",,
"POMSG AI, Inc.",,
"Shanghai Tiannang Smart Technology Co., Ltd",,
"Beijing Chuanqi Jike Management Consulting Co., Ltd.",,
Insider,,
Nexd Corporation,,
"Circular Board, Inc.",,
"Zhejiang Lanzhuo Industrial Internet Information Technology Co., Ltd.",,
Brand Fan Girl Ltd,,
SAS ITECA,,
Ascent,,
ZAACK SRL,,
Fintech Vérios,,
PrivyPlex Pte. Ltd.,,
"Beijing Yunsheng Intelligent Technology Co., Ltd.",,
Vidurama Solutions Private Limited,,
"Shanghai Suiyuan Technology Co., Ltd.",,
RSN Finance OU,,
"JMBP Ventures, LLC",,
DOG Microsystems Inc.,,
"Beijing ZetYun Tech Co., Ltd",,
Nokia Digital Health,,
IPT Technologie SAS,,
uze! Mobility GmbH i.G.,,
"WOORI FIS Co., Ltd.",,
Content Trip Solutions S.L.,,
Trick Book Limited,,
"HMI Logistics, Inc.",,
"Vote, Inc.",,
"Beijing Tuixiang Technology Co., Ltd.",,
Udodov E. V.,,
"Porthcawl Insurance Services US, LLC",,
"Beijing Ling Ban Future Technology Co., Ltd.",,
Tekyn SAS,,
"Concurrent, Inc.",,
"Inhabit.io, Inc.",,
"BioMedx Group, Inc.",,
"Tibet Ku Ai Communication Co., Ltd.",,
"Beijing Intelligent Technology Co., Ltd.",,
"Shanghai Deepq Information Technology Co., Ltd.",,
"Beijing Zhenguo Technology Co., Ltd.",,
Beijing Wo Ai Xiao Cheng Information Technology,,
"Shanghai Youdu Broadband Technology Co., Ltd.",,
"Shenzhen Zixing Technology Co., Ltd",,
Naister,,
B&S Media GmbH,,
"Comicflix, Inc.",,
Sprouted Soul Retail Private Ltd,,
Ree Technology GmbH,,
"UNTITLED, LLC",,
AI Entertainment Holdings LLC,,
"Hangzhou Taoshu Technology Co., Ltd.",,
UK Vehicle Ltd.,,
Vyking Ventures Limited,,
"Beijing LingXian LianYun Technology Co., Ltd.",,
International Consultancy Coverage Investment SAS,,
R Software Inc.,,
"Beijing Airwing Aviation Technology Co., Ltd.",,
"Fleksy, Inc.",,
Cognitive Robotics LLC,,
"Intelligent Future (Beijing) Technology Co., Ltd.",,
"Beijing Laso Biotechnology Co., Ltd.",,
"Shanghai New Century Robot Co., Ltd.",,
Remagine Technologies Kft.,,
Emoji Apps Inc.,,
SenseNets Technology Ltd.,,
EquityGenesis Inc.,,
"Woven, Inc.",,
Revert Limited,,
Social Audience Pvt Ltd.,,
Bolt Group Oy,,
"Xi'an Siyecao Information Technology Co., Ltd.",,
Intumit Inc.,,
"Shanghai Lexiang Technology Co., Ltd.",,
Zile Technology,,
"Shanghai Maxnet Information Technology Co., Ltd.",,
Being Technologies Ltd,,
AudioStreamTV Inc.,,
"Mofa (Shanghai) Information Technology Co., Ltd.",,
"Winstruments, Inc.",,
"Beijing Kanjia Technology Co., Ltd.",,
ELEVEN,,
Beijing Homi Technology Co. Ltd,,
Gab AI Inc.,,
MyWhizzy.com Sp. z o.o.,,
"LikeMinds, Inc./DE",,
"Qingdao Huituo Intelligent Machine Co., Ltd.",,
Embrace Incorporated,,
Quotient Digital Solutions Private Limited,,
Beijing Pinyou Interactive Information Technology Corporation,,
"Intelligent Steward Co., Ltd",,
"LIFT AI, LLC",,
Section B S.A.P.I De C.V,,
Woodcutter Media Technologies,,
SIMPLEX,,
Seven Academy SAS,,
AI-Drive,,
Blue Core Company Limited,,
Bioinnovel Ltd.,,
"Shenzhen Chuangxin Qizhi Technology Co., Ltd.",,
Abbots Technology,,
scouty Inc.,,
Le Styliste SAS,,
"HMP Labs, Inc.",,
"Ningbo Boyan Information Technology Co., Ltd.",,
"Shanghai Gantu Network Technology Co., Ltd.",,
"Zurfers, Inc.",,
"Shanghai Moule Network Technology Co., Ltd.",,
"SHENZHEN Orange Digital Technology Co., Ltd.",,
NextCODE Health LLC,,
digital publishing AG,,
The Sphere,,
eDreams Edusoft Private Limited,,
Idéquanet SAS,,
"Wuhan Haha Bianli Technology Co., Ltd.",,
One Million Metrics Corp.,,
AIBoxx Solutions Pvt. Ltd,,
Cyber Hunters Ltd.,,
"Gamers Net, Inc.",,
Shelfbot Co.,,
Blot Inc.,,
"Shenzhen Hao Intelligent Co., Ltd.",,
"Henan Ai Rui Network Technology Co., Ltd.",,
"ZhiCheAuto Technology (Beijing) Co., Ltd.",,
"JENESIS (SHENZHEN) CO., LTD.",,
"Beijing Boxue Shensi Education Technology Co., Ltd.",,
Boxspring Media,,
Dimension,,
"Miao Information and Technology Co.,Ltd.",,
"Abee Semi, Inc.",,
Get Attached Inc.,,
NAVER J.Hub,,
"Medical Payment Strategies, Inc.",,
Everfront Ventures Corp.,,
Molly,,
"Shanghai Aiqirui Culture Communication Co., Ltd.",,
"Suntex AI Marina, LLC",,
"TM Delivery Systems, LLC",,
Homerun Technologies Oy,,
Grow Financial Inc.,,
Flashpoint Ltd,,
"Wink Robotics, Inc.",,
EdMobile Labs Pvt. Ltd.,,
8 Enterprises Inc.,,
CEED LTD,,
"Chengdu Dingding Technology Co., Ltd.",,
Transmural Biotech S.L.,,
"Jio, Inc.",,
"Hangzhou Shulan Technology Co., Ltd.",,
"Jishang Network Technology (Shanghai) Co., Ltd.",,
"Suzhou Qianshitong Vision Technology Co., Ltd.",,
ComboTag Technologies Ltd.,,
Parkers Chain,,
WhiteMatter Labs GmbH,,
JSTAR LLC,,
Supermediafuture Corp.,,
One Million Bot SL,,
"PinPT, Inc.",,
"Beijing Chebohe Technology Co., Ltd.",,
"Beijing Derui Wisdom Technology Co., Ltd.",,
Merye Inc.,,
Mobileye N.V.,,
"Stadium Co., Ltd.",,
Abridge AI Inc.,,
Capital Blocktech Inc,,
9066713 Canada Inc.,,
"FoodRocket, Inc.",,
P6air,,
WebMicroscope,,
"Shanghai Lilian Information Technology Co., Ltd.",,
"Chengdu Shanggong Medical Technology Co., Ltd.",,
"Eacheart (Hangzhou) Technology Co., Ltd.",,
"Beijing Yinyuejia Technology Co., Ltd.",,
"VISITS WORKS, Inc.",,
"Shanghai Meiwei Investment Management Co., Ltd.",,
"Candidate.Guru, Inc.",,
Pave Group GmbH,,
"Owl Territory, Inc.",,
"Guangzhou Zhangtao Network Technology Co., Ltd.",,
"Holberton, Inc.",,
"Epic Health Group, Inc.",,
"Stryke Industries, LLC",,
Finity SA,,
"Internet Marketing Factors, Inc.",,
Polestar Education Technology Group,,
"Renlifang Intelligent Technology Co.,Ltd",,
"Vendchat App, Inc.",,
"Navigait, Inc.",,
"Beijing Elens Data Technology Co., Ltd.",,
"Guangdong XunTong Technology Co., Ltd.",,
Whittl Media Limited,,
"Shanghai Yaopai Digital Media Technology Co., Ltd.",,
Visionary Financepeer Private Limited,,
Metaflow LTD.,,
"Shanghai Yerui Information Technology Co., Ltd.",,
Paragon Advisors Corp.,,
Accelerated Learning Edutech Private Limited,,
"Artificial Intelligence Labs, Inc",,
InventaBioTech Inc.,,
TickCOM,,
Strategos Pty Ltd,,
"Beijing Huajie Imi Co., Ltd.",,
"Liberty Defense Technologies, Inc.",,
"Bright Media Corporation, Inc.",,
Shine Security Ltd.,,
2591046 Ontario Corp.,,
"Beijing QED Technique Co., Ltd.",,
"Beijing Smart Agriculture Co., Ltd.",,
Amalfi SAS,,
"Beijing Interjoy Technology Co., Ltd.",,
"Shanghai Irisian Optronics Technology Co.,Ltd",,
"Shenzhen Qianhai Yingzhicheng Information Technology Co., Ltd.",,
"Shanghai Yike Information Technology Co., Ltd.",,
Peach Bots Pty Ltd,,
Qihu 360 Software Co. Limited,,
"O5 Systems, Inc.",,
"Revmac, Ltd.",,
Intellogic LLC,,
9813063 Canada Inc.,,
"Entropy Technology Co., Ltd.",,
Ad Intelligence Inc.,,
"AI Service Co.,ltd.",,
"Caziwell, Inc., LLC",,
"Beijing Guofu Technology Co., Ltd.",,
Infnis Inc.,,
"Inlogy, Inc.",,
"Shenzhen Green Beeman Internet Co., Ltd.",,
Ennovationz Inc.,,
SZL.IT Inc.,,
Deep Artificial Intelligence for Enterprise Ecosystem,,
MoleculA Inc,,
"Shanghai Yizheng Information Technology Co., Ltd.",,
PT Lunaria Annua Teknologi,,
Insightful Labs Pvt. Ltd.,,
ZelRealm Interactive Pte Ltd,,
Namaste Entertainment Inc.,,
"Shanghai Yiwo Information Technology Co., Ltd.",,
FuteMind Technologies Private Limited,,
Iowa Precision Robotics Ltd.,,
"Beijing Hanhai Clustar Technology Co., Ltd.",,
"Where You Love, SAS",,
"Yiyu Intelligent Technology (Shanghai) Co., Ltd.",,
GENEX Solutions Inc.,,
"Mirror AI, Inc.",,
"Shushu Information Technology (Shanghai) Co., Ltd.",,
"Nimble, Inc.",,
"Beijing Yizhang Yunfeng Technology Co., Ltd.",,
Up Learn Limited,,
GOREHA GmbH,,
"Beijing Jiesi Security Technology Co., Ltd.",,
ATL-EN-TIC,,
"Campaign Partners, Inc.",,
Velóce Corporation,,
"SUSMED Co., Ltd.",,
"Hangzhou Guanshu Information Technology Co., Ltd.",,
"Tianyun Rongchuang Data Technology (Beijing) Co., Ltd.",,
"Shenzhen Angstrong Technology Co., Ltd.",,
NC Technologies Ltd.,,
"Armada Logistics, Inc.",,
"Hatch, Inc.",,
"Replicant Solutions, Inc.",,
"Zhejiang Mingdu Zhikong Technology Co., Ltd",,
Cognitive Logic Limited,,
Prisma Information Filtering BV,,
Merlyn.AI Corp,,
ipData,,
"Shanghai Yiwei Medical Technology Co., Ltd.",,
"rPlanet Earth Los Angeles, LLC",,
"Beijing Mobi Wansi Technology Co., Ltd.",,
"Shanghai Nanyang Wanbang Software Technology Co., Ltd.",,
AI TEA INC.,,
"Self, Inc.",,
Vamboisset Media SAS,,
EQX Internet Capital Advisors Pvt Ltd,,
Brain LLC,,
ABC Clinic,,
"Shanghai Dingfan Import and Export Trading Co., Ltd.",,
"SIFT, Co.",,
"SigmaLogic, Inc.",,
"Beijing Hujing Tiaoyue Technology Co., Ltd.",,
Project Core Inc.,,
"Marco Polo Travel Technology Co., Ltd.",,
"Digital Medical Operations, LLC",,
"DreamsBook, Inc.",,
"Shenzhen Youlexue Technology Co., Ltd.",,
SAS HelloLoan,,
Zakdang,,
"GramLabs, Inc.",,
"Takt, Inc.",,
"Hangzhou Instruction Set Intelligent Science & Technology Co., Ltd.",,
Locus,,
"Light Passenger Intelligent Technology Co., Ltd.",,
XTech Corporation,,
"ThinkPool Co., Ltd.",,
The Square,,
The Machine,,
Calysta BioSystems LLC,,
LocoNoco Inc.,,
Cryptanite Blockchain Technologies Corp.,,
Babel Technology,,
Ai Union City Ga LLC,,
"AutoLab AI, Inc.",,
Finzoom Investment Advisors Pvt. Ltd,,
Nature.AI,,
"Beijing Sizhong Longmen Network Education Technology Co., Ltd.",,
"ChinaSoft Hangzhou Anren Network Communication Co., Ltd.",,
"Chongqing Panda Vehicles Leasing Co., Ltd.",,
"Guangzhou Huiyu Education Technology Co., Ltd.",,
"Ningbo PowerfulDental Healthcare Management Co., Ltd.",,
"Eye-R Systems, Inc.",,
"Hangzhou Tuoshen Technology Co., Ltd.",,
Celebra Inc.,,
"Sistemas De Inteligencia De Negocios, SL",,
"Loop Now Technologies, Inc.",,
Knnected Inc.,,
"Hangzhou Bora Network Technology Co., Ltd.",,
Picdot Pte. Ltd.,,
United Writers LLC,,
"Midu (Beijing) Technology Co., Ltd.",,
THE LIST Limited,,
Technology Frontiers (India) Pvt Ltd,,
"Yuzhen Wulian Technology (Shanghai) Co., Ltd.",,
FL Fintech H GmbH,,
Dots Connected Pte. Ltd.,,
Agora,,
AI Energy Public Company Limited,,
JDT Processworks Inc.,,
WAQFE,,
"Beijing RITT-Net Technology Development Co., Ltd.",,
Guangzhou Guang Ai Insurance Brokers Ltd,,
CYCLONE,,
Metis Machine LLC,,
Alerteenz Ltd.,,
"Cloud Vos Fusion (Guangzhou) Technology Co., Ltd.",,
Empowered Homes Inc.,,
Engine Insights,,
"Quantified Impressions, LLC",,
"Anhui Ai-Rethink Intelligent Technology Co., Ltd.",,
Caza Gold Corp.,,
"Raptor Sports Properties, LLC",,
IVXS UK Limited,,
"Zhidao Network Technology (Tianjin) Co., Ltd.",,
"Beijing Shangyue Network Technology Co., Ltd.",,
NewRelity B.V.,,
"Jiangxi Zhongke JF Healthcare Technology Co., Ltd.",,
"Hangzhou Xinhehui Internet Financial Services Co., Ltd.",,
Dtex Systems Pty Ltd,,
"Beijing Tiandi Supercloud Technology Co., Ltd.",,
"Modern Agency, SAS",,
"Tapat Labs, Inc.",,
"Shanghai Dakai Network Technology Co., Ltd.",,
Farm to Fork Sdn Bhd,,
Beijing Chusudu Technology Company Limited,,
"Beijing Hulian Zhongxin Technology Co., Ltd.",,
"Alt, Inc.",,
"Beijing Kangli Youlan Robot Technology Co., Ltd.",,
COLORFUL BOARD Inc.,,
"Beijing Zhixing Huike Technology Co., Ltd.",,
Oriental Vision,,
"Shanghai Moxiang Technology Co., Ltd.",,
"RoHo Technologies, Inc.",,
Grid Ant Technologies Private Limited,,
Xingyun Rongchuang (Beijing) Technology Co. Ltd.,,
"Beijing Meishu Information Technology Co., Ltd.",,
Sage Senses Inc.,,
Brandia Bilisim Teknolojileri San. ve Tic. A.S.,,
"AmplifyLive, Inc.",,
Nerds with Words Ltd,,
"Shanghai Yuke Information Technology Co., Ltd.",,
"Beijing Lightyear Unlimited Technology Co., Ltd.",,
ESTsecurity Corp.,,
"Beijing Jijia Technology Co., Ltd.",,
Cortex Labs Pte. Ltd.,,
BGM Policy Innovations Pvt Ltd,,
"InnovSante, SAS",,
SwitchTech Inc.,,
"Chengdu Knowledge Vision Science And Technology Co., Ltd.",,
RBI Decentralized Platform Ltd.,,
"Knowledge in Action, S.A.",,
"Shanghai Ruoyou Network Technology Co., Ltd.",,
Cool Bananas S.L.,,
"Beijing July Online Technology Co., Ltd.",,
"Shanghai Shanglu Network Technology Co., Ltd.",,
SilverEdge Technologies Pvt. Ltd.,,
Nightly,,
Paññã,,
SyncRTC Inc.,,
"Easytour International Travel Service (Beijing) Co., Ltd.",,
"Futuristika, OOO",,
"Aibao Insurance Technology Co., Ltd.",,
"Zhejiang Congtai Network Technology Co., Ltd.",,
Quantum China Limited,,
SmartTrace Limited.,,
"Chongqing Xiao Ai Technology Co., Ltd.",,
VOOM,,
Telectica Ltd.,,
Thousand Plateaus Inc.,,
Equentia Scf Technologies Private Limited,,
"Neusoft Reach Automotive Technology (Shanghai) Co., Ltd.",,
"Condition Technology (Beijing) Co., Ltd.",,
"Shenzhen qianhai homerun technology co.,ltd",,
"Fashion Metric, Inc.",,
"Hangzhou Vision Technology Co., Ltd.",,
"Suzhou EA Vision Robotics Technology Co., Ltd.",,
ExpanDB Ltd.,,
Voice Corporation,,
ADJ Utility Apps Pvt. Ltd.,,
"Intelligent Digital Avatars, Inc.",,
Yumii SAS,,
AOS Mobile,,
China Brilliant Global Limited,,
"Poln, Inc.",,
"DengTa Financial Information Co., Ltd.",,
Mobile Sleep Technologies LLC,,
52CX,,
onTrack,,
"SBS Semantic Business Solutions, Inc.",,
Iminer,,
Trendsboard SAS,,
PI Group Inc.,,
LF Technology Development Corporation,,
"Hangzhou Cognitive Technology Co., Ltd.",,
SECURITI INC.,,
Llama Technologies Solutions Pvt Ltd,,
"Beijing Cycle Intelligent Technology Co., Ltd.",,
"Beijing Fangyan Juxing Technology Co., Ltd.",,
"Tall Idea Labs, Inc.",,
SIGASEC Ltd.,,
TINYINSPEKTOR Ltd.,,
WithTravel Inc.,,
